YEAR BUILT,TOTAL WATER USE (kgal),PROPERTY TYPE,POSTAL CODE,OUTDOOR WATER USE (kgal),NUMBER OF BUILDINGS,INDOOR WATER USE (kgal),GROSS BUILDING FLOOR AREA (ft²)
1964.0,2734.6,Multifamily Housing,91316,Not Available,1.0,Not Available,65269.0
1962.0,200.5,Non-Refrigerated Warehouse,90501,Not Available,1.0,Not Available,50000.0
,,,90003,,,,
,,,90017,,,,
,,,91605,,,,
1966.0,1054.8,Office,91356,Not Available,1.0,Not Available,31000.0
,,,90049,,,,
1949.0,1099.2,Multifamily Housing,90027,Not Available,1.0,Not Available,27000.0
,,,90027,,,,
,,,90003,,,,
1990.0,1328.5,Multifamily Housing,90036,Not Available,1.0,Not Available,37004.0
1985.0,1835.7,Multifamily Housing,91303,Not Available,1.0,Not Available,23994.0
2008.0,12.4,Multifamily Housing,91601,Not Available,1.0,Not Available,210989.0
2011.0,2237.4,Fitness Center/Health Club/Gym,90028,Not Available,1.0,2237.4,55502.0
,,,91311,,,,
1977.0,1392.1,Multifamily Housing,91402,Not Available,1.0,Not Available,26223.0
1977.0,364.3,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,31560.0
1963.0,1749.7,Multifamily Housing,91343,Not Available,1.0,Not Available,20255.0
1989.0,3675.3,Multifamily Housing,90026,Not Available,1.0,Not Available,25661.0
1979.0,Not Available,Self-Storage Facility,90039,Not Available,26.0,Not Available,200000.0
1957.0,3002.7,Multifamily Housing,90744,Not Available,1.0,Not Available,21252.0
,,,91605,,,,
1966.0,103.8,Office,90025,Not Available,1.0,Not Available,15156.0
2001.0,2027.3,Distribution Center,90502,Not Available,1.0,Not Available,107020.0
1989.0,2234.4,Multifamily Housing,90024,Not Available,1.0,Not Available,62156.0
2007.0,0.2,Fire Station,91402,Not Available,1.0,Not Available,17669.0
1949.0,2333.9,Worship Facility,90068,Not Available,2.0,Not Available,52572.0
1981.0,1810.3,Strip Mall,90248,Not Available,3.0,Not Available,56204.0
1965.0,5581.2,Multifamily Housing,91343,Not Available,1.0,Not Available,70000.0
1986.0,781,Multifamily Housing,91405,Not Available,1.0,Not Available,21896.0
,,,90021,,,,
1933.0,110.7,Other,90028,Not Available,1.0,Not Available,21144.0
1987.0,38.2,K-12 School,90068,Not Available,1.0,Not Available,28500.0
1922.0,20023.2,Data Center,90017,Not Available,1.0,20023.2,567270.0
1990.0,Not Available,Parking,91436,Not Available,1.0,Not Available,64000.0
1979.0,2140.9,Strip Mall,91423,Not Available,1.0,Not Available,49678.0
,,,91367,,,,
,,,90012,,,,
,,,90004,,,,
1927.0,13484.5,Hotel,90028,Not Available,3.0,Not Available,268375.0
,,,91331,,,,
1970.0,693.4,Multifamily Housing,90035,Not Available,1.0,Not Available,23232.0
2007.0,461.3,Distribution Center,91340,Not Available,1.0,461.3,350410.0
,,,90010,,,,
,,,90041,,,,
,,,90025,,,,
2004.0,4129.2,Other,91326,Not Available,1.0,Not Available,338000.0
,,,91406,,,,
2001.0,1.2,Non-Refrigerated Warehouse,91342,Not Available,1.0,Not Available,100362.0
,,,91406,,,,
,,,91326,,,,
,,,91306,,,,
1958.0,4471.9,Strip Mall,91335,Not Available,1.0,Not Available,183861.0
,,,90007,,,,
,,,90041,,,,
1951.0,2920.4,Multifamily Housing,90036,Not Available,1.0,Not Available,45795.0
1990.0,974,Multifamily Housing,91364,Not Available,1.0,Not Available,28260.0
,,,91405,,,,
1999.0,530.4,K-12 School,91601,Not Available,1.0,Not Available,30953.0
1973.0,931.2,Manufacturing/Industrial Plant,91311,3.2,1.0,927.9,121146.0
2009.0,633.0,Self-Storage Facility,90038,Not Available,1.0,633.0,50910.0
2010.0,1257,Supermarket/Grocery Store,91306,Not Available,1.0,1257,32171.0
,,,90065,,,,
2004.0,210.2,Strip Mall,91402,Not Available,1.0,Not Available,78000.0
1951.0,396.6,Fire Station,90015,Not Available,1.0,Not Available,16244.0
,,,90744,,,,
1949.0,11215.5,Multifamily Housing,90017,Not Available,1.0,Not Available,495834.0
1967.0,2795.6,Office,90014,Not Available,1.0,2795.6,297632.0
,,,91402,,,,
,,,90017,,,,
,,,91605,,,,
1963.0,995493.9,Multifamily Housing,91304,Not Available,1.0,Not Available,31346.0
,,,91311,,,,
,,,91402,,,,
,,,91606,,,,
1964.0,1677.1,Multifamily Housing,90034,Not Available,1.0,Not Available,58146.0
1926.0,1162.5,Hotel,90057,Not Available,1.0,Not Available,38353.0
1979.0,3358,Multifamily Housing,91606,Not Available,1.0,Not Available,43938.0
,,,90013,,,,
1973.0,1086.0,Office,90066,1086.0,1.0,Not Available,131942.0
1990.0,3089,Multifamily Housing,90057,Not Available,1.0,Not Available,46746.0
1964.0,2028.7,Multifamily Housing,90057,Not Available,1.0,Not Available,42754.0
2001.0,111.5,Distribution Center,91342,Not Available,1.0,Not Available,97300.0
1987.0,4272.1,Multifamily Housing,90017,Not Available,1.0,Not Available,82440.0
1972.0,3470.1,Office,90010,Not Available,1.0,3470.1,266395.0
,,,90045,,,,
1955.0,276.8,Non-Refrigerated Warehouse,90045,Not Available,1.0,Not Available,57005.0
1988.0,9423.2,Multifamily Housing,91402,Not Available,1.0,Not Available,138584.0
,,,90008,,,,
,,,90011,,,,
1951.0,4051.4,Multifamily Housing,90036,Not Available,1.0,Not Available,64289.0
1979.0,292.5,Non-Refrigerated Warehouse,91342,Not Available,1.0,Not Available,37193.0
,,,90015,,,,
,,,90004,,,,
1977.0,1936.7,Multifamily Housing,91402,Not Available,1.0,Not Available,22796.0
,,,90005,,,,
1989.0,Not Available,Office,91367,Not Available,1.0,Not Available,126216.0
2000.0,2611.4,Multifamily Housing,91405,Not Available,1.0,Not Available,27220.0
,,,91306,,,,
1963.0,780.2,Multifamily Housing,90027,Not Available,1.0,Not Available,32907.0
,,,90057,,,,
,,,90026,,,,
,,,90744,,,,
,,,91344,,,,
1970.0,3339.3,Multifamily Housing,91316,Not Available,1.0,Not Available,107889.0
1965.0,860.3,Office,91304,Not Available,1.0,Not Available,38319.0
,,,90006,,,,
,,,90037,,,,
,,,90021,,,,
1999.0,1924.7,Wholesale Club/Supercenter,90042,Not Available,1.0,Not Available,30367.0
,,,90064,,,,
,,,91331,,,,
,,,91356,,,,
1963.0,14821.6,Manufacturing/Industrial Plant,91324,14821.6,14.0,Not Available,268055.0
,,,90010,,,,
1925.0,89.0,Hotel,90014,Not Available,1.0,Not Available,59680.0
,,,90019,,,,
1983.0,8.6,Office,91303,Not Available,1.0,Not Available,52847.0
1979.0,219.1,Manufacturing/Industrial Plant,91311,Not Available,4.0,Not Available,23240.0
1978.0,1735.5,Manufacturing/Industrial Plant,91311,Not Available,1.0,Not Available,27300.0
1972.0,1463.9,Multifamily Housing,91602,Not Available,1.0,Not Available,24530.0
2015.0,2549.8,Multifamily Housing,90020,Not Available,1.0,Not Available,50140.0
1995.0,6896.3,Multifamily Housing,91316,Not Available,1.0,Not Available,141414.0
1976.0,1978.6,Multifamily Housing,91311,Not Available,1.0,Not Available,26255.0
2000.0,Not Available,Multifamily Housing,90045,Not Available,1.0,Not Available,91873.0
1963.0,617.2,Multifamily Housing,90024,Not Available,1.0,Not Available,20253.0
1985.0,25904.3,Multifamily Housing,90012,Not Available,4.0,Not Available,642521.0
1956.0,1051.2,Multifamily Housing,91423,Not Available,1.0,Not Available,22406.0
1990.0,Not Available,Parking,91303,Not Available,1.0,Not Available,805836.0
1981.0,3606.4,Manufacturing/Industrial Plant,91406,Not Available,1.0,Not Available,23690.0
,,,90064,,,,
,,,90039,,,,
,,,91331,,,,
,,,91403,,,,
,,,91356,,,,
1946.0,626.1,Manufacturing/Industrial Plant,91605,Not Available,1.0,Not Available,59975.0
1961.0,151.9,Multifamily Housing,90732,Not Available,1.0,Not Available,33012.0
1960.0,1274.7,Multifamily Housing,90046,Not Available,1.0,Not Available,41952.0
1982.0,1960.7,Medical Office,90048,Not Available,1.0,1960.7,113387.0
1981.0,1025,Manufacturing/Industrial Plant,91342,Not Available,1.0,Not Available,38400.0
,,,90049,,,,
,,,90067,,,,
2002.0,6351.9,Office,90094,Not Available,1.0,Not Available,263760.0
1956.0,1985.2,Distribution Center,90015,Not Available,1.0,Not Available,326225.0
1966.0,1504.3,Multifamily Housing,90034,Not Available,1.0,Not Available,27352.0
1956.0,2577,Multifamily Housing,90272,Not Available,1.0,Not Available,66808.0
1960.0,268.5,Office,91436,Not Available,1.0,Not Available,34038.0
1967.0,668.8,Other - Recreation,90035,Not Available,1.0,Not Available,8668.0
,,,91343,,,,
,,,90731,,,,
1976.0,1174.4,Distribution Center,90502,Not Available,1.0,Not Available,160000.0
,,,90077,,,,
1973.0,6399.1,Multifamily Housing,90064,Not Available,1.0,Not Available,159159.0
1974.0,495.2,Manufacturing/Industrial Plant,90065,Not Available,1.0,Not Available,100500.0
1987.0,1857.4,Multifamily Housing,90006,Not Available,1.0,Not Available,25224.0
,,,90013,,,,
1948.0,1448.2,Manufacturing/Industrial Plant,91605,Not Available,1.0,Not Available,50950.0
1981.0,275.3,Strip Mall,90029,Not Available,1.0,Not Available,48396.0
1985.0,6122.1,Office,90017,Not Available,1.0,Not Available,462054.0
2003.0,8880.7,Office,90067,Not Available,1.0,Not Available,810474.0
,,,91607,,,,
1983.0,980.7,Non-Refrigerated Warehouse,90502,Not Available,1.0,Not Available,53922.0
1975.0,1206.2,Office,90025,Not Available,1.0,Not Available,228991.0
,,,90291,,,,
1978.0,171.0,Non-Refrigerated Warehouse,91352,Not Available,1.0,Not Available,119600.0
,,,90057,,,,
1982.0,110.7,Office,91367,Not Available,1.0,Not Available,29870.0
,,,90007,,,,
,,,90036,,,,
1962.0,1920.2,Multifamily Housing,91316,Not Available,1.0,Not Available,37213.0
1961.0,Not Available,Other - Recreation,90025,Not Available,1.0,Not Available,17000.0
1978.0,1432.5,Multifamily Housing,90046,Not Available,1.0,Not Available,33478.0
2015.0,203.0,Medical Office,90027,Not Available,1.0,203.0,94448.0
,,,90008,,,,
1980.0,251.3,Office,91311,Not Available,1.0,Not Available,70082.0
1958.0,7995.1,Office,90017,Not Available,2.0,7995.1,350976.0
1995.0,0.0,Non-Refrigerated Warehouse,91352,Not Available,1.0,Not Available,10000.0
,,,90005,,,,
,,,90031,,,,
1971.0,2536.6,Multifamily Housing,91311,Not Available,1.0,Not Available,83094.0
1990.0,24942.0,Hotel,90045,Not Available,1.0,24942.0,597280.0
1951.0,3973.7,Multifamily Housing,90036,Not Available,1.0,Not Available,66048.0
1943.0,Not Available,Manufacturing/Industrial Plant,90023,Not Available,1.0,Not Available,100277.0
1953.0,1209.6,Multifamily Housing,90049,Not Available,1.0,Not Available,25464.0
1995.0,192.5,Office,90066,Not Available,1.0,192.5,53365.0
1973.0,4761.4,Multifamily Housing,90034,Not Available,1.0,Not Available,115714.0
1958.0,4669.3,Strip Mall,91402,Not Available,1.0,Not Available,85896.0
1985.0,1585.3,Multifamily Housing,91423,Not Available,1.0,Not Available,39462.0
2002.0,5494.0,Multifamily Housing,90036,Not Available,4.0,Not Available,175690.0
,,,91423,,,,
1930.0,442.8,Office,90014,Not Available,1.0,Not Available,100800.0
,,,90049,,,,
1993.0,Not Available,Supermarket/Grocery Store,90006,Not Available,5.0,Not Available,103000.0
,,,91340,,,,
,,,90007,,,,
1981.0,Not Available,Parking,90045,Not Available,1.0,Not Available,128908.0
1980.0,3943,Other,90058,Not Available,1.0,Not Available,41550.0
2009.0,601.0,Self-Storage Facility,91605,Not Available,1.0,601.0,75400.0
1949.0,1506.6,Office,90036,Not Available,1.0,Not Available,47619.0
1987.0,1650.2,Multifamily Housing,90028,Not Available,1.0,Not Available,50976.0
,,,91342,,,,
1973.0,1766.2,Multifamily Housing,91604,Not Available,1.0,Not Available,45489.0
1967.0,640.3,Distribution Center,91311,Not Available,1.0,Not Available,319348.0
1988.0,11590.8,Office,90017,Not Available,1.0,11590.8,615647.0
,,,91367,,,,
1998.0,1722.0,Other - Recreation,90059,Not Available,1.0,Not Available,13080.0
1970.0,3260.9,Office,90067,Not Available,1.0,Not Available,339881.0
1989.0,2517.2,Multifamily Housing,90024,Not Available,1.0,Not Available,67564.0
,,,91406,,,,
2009.0,1749.7,Hotel,91605,Not Available,1.0,Not Available,24445.0
,,,91367,,,,
1973.0,994.3,Multifamily Housing,90034,Not Available,0.0,994.3,94919.0
1927.0,4633.4,Multifamily Housing,90006,Not Available,1.0,Not Available,36545.0
1971.0,34.4,Distribution Center,90033,Not Available,1.0,Not Available,55000.0
1982.0,2059.4,Multifamily Housing,91331,Not Available,1.0,Not Available,22810.0
1978.0,175.8,Non-Refrigerated Warehouse,91343,Not Available,1.0,Not Available,43544.0
1964.0,3640.8,Multifamily Housing,90006,Not Available,1.0,Not Available,24330.0
1990.0,950.1,Police Station,90066,Not Available,1.0,Not Available,32921.0
,,,90036,,,,
,,,90011,,,,
,,,91304,,,,
1971.0,Not Available,Multifamily Housing,90007,Not Available,13.0,Not Available,96830.0
,,,90291,,,,
2017.0,148.8,Office,90045,Not Available,1.0,Not Available,70615.0
,,,90027,,,,
2003.0,5635.8,Multifamily Housing,90023,Not Available,1.0,Not Available,86936.0
1971.0,1180.4,Multifamily Housing,91601,Not Available,1.0,Not Available,23045.0
1987.0,2628.0,Multifamily Housing,90024,Not Available,1.0,Not Available,51488.0
,,,90024,,,,
,,,91405,,,,
,,,90037,,,,
,,,90018,,,,
1988.0,3170.2,Multifamily Housing,90005,Not Available,1.0,Not Available,62950.0
1956.0,1098.1,Multifamily Housing,90008,Not Available,1.0,Not Available,24460.0
1929.0,1030.1,Multifamily Housing,90036,Not Available,1.0,Not Available,21416.0
1980.0,26.2,Self-Storage Facility,91406,Not Available,1.0,Not Available,27166.0
1972.0,1361.5,Multifamily Housing,91042,Not Available,1.0,Not Available,26862.0
1990.0,15.0,Office,90744,Not Available,1.0,Not Available,9639.0
,,,90020,,,,
1949.0,854.3,Office,90036,Not Available,1.0,Not Available,47619.0
1981.0,23003.1,Office,90071,Not Available,1.0,23003.1,2771457.0
,,,91405,,,,
,,,90026,,,,
,,,91344,,,,
,,,91602,,,,
1971.0,1338.6,Office,90010,Not Available,1.0,Not Available,222775.0
2016.0,263.0,Self-Storage Facility,90003,Not Available,1.0,263.0,65115.0
,,,90015,,,,
1997.0,7038.4,Multifamily Housing,91324,Not Available,1.0,Not Available,142638.0
,,,91335,,,,
,,,91606,,,,
,,,90248,,,,
,,,91436,,,,
,,,90015,,,,
,,,90020,,,,
,,,91411,,,,
2000.0,2170.1,Multifamily Housing,90005,Not Available,1.0,Not Available,22556.0
1920.0,340291.1,Office,90014,Not Available,1.0,340291.1,159000.0
1993.0,61.7,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",90015,Not Available,1.0,Not Available,14946.0
1984.0,1893,Multifamily Housing,91406,Not Available,1.0,Not Available,28276.0
1968.0,1043.5,Multifamily Housing,90028,Not Available,1.0,Not Available,27400.0
2012.0,20.5,Office,90026,Not Available,1.0,Not Available,20000.0
2006.0,3006.7,Multifamily Housing,91601,Not Available,1.0,Not Available,86715.0
,,,90046,,,,
1990.0,37.0,College/University,90015,Not Available,1.0,37.0,172408.0
2000.0,3576,Retail Store,91405,Not Available,1.0,3576,131095.0
1962.0,1319.9,Office,90008,Not Available,1.0,1319.9,77970.0
,,,90502,,,,
,,,90031,,,,
1991.0,6756.4,Multifamily Housing,91364,Not Available,1.0,Not Available,224000.0
1964.0,2182.8,Multifamily Housing,90007,Not Available,1.0,Not Available,64701.0
1926.0,4471.9,Multifamily Housing,90017,Not Available,1.0,Not Available,25720.0
1956.0,1027.8,Manufacturing/Industrial Plant,91605,Not Available,1.0,Not Available,122300.0
1998.0,1155,Manufacturing/Industrial Plant,91402,Not Available,1.0,Not Available,202905.0
,,,90013,,,,
,,,91311,,,,
,,,90067,,,,
,,,91304,,,,
,,,91411,,,,
1979.0,588.1,Non-Refrigerated Warehouse,90502,Not Available,1.0,Not Available,50814.0
1976.0,4847.0,Multifamily Housing,90731,Not Available,1.0,Not Available,135389.0
1973.0,86.8,Other,91406,Not Available,1.0,Not Available,10443.0
,,,91343,,,,
,,,90028,,,,
1988.0,2942.8,Multifamily Housing,91325,Not Available,1.0,Not Available,35832.0
1998.0,2074.6,Retail Store,91402,Not Available,1.0,2074.6,129711.0
,,,90013,,,,
1951.0,3128.4,Multifamily Housing,90024,Not Available,1.0,Not Available,124740.0
,,,90033,,,,
1981.0,329.3,Non-Refrigerated Warehouse,90502,Not Available,1.0,Not Available,84240.0
1987.0,668.0,Non-Refrigerated Warehouse,91311,Not Available,1.0,Not Available,64000.0
,,,90027,,,,
1951.0,3635.5,Multifamily Housing,90036,Not Available,1.0,Not Available,45758.0
1984.0,949.3,Multifamily Housing,91325,Not Available,1.0,Not Available,24516.0
,,,91343,,,,
1984.0,336.3,Office,90292,Not Available,1.0,Not Available,74868.0
1989.0,3728.2,Supermarket/Grocery Store,90230,Not Available,1.0,3728.2,151147.0
,,,91405,,,,
1971.0,2298,Multifamily Housing,91356,Not Available,1.0,Not Available,27262.0
1952.0,1063.0,Office,90057,Not Available,1.0,Not Available,94160.0
,,,90021,,,,
,,,91335,,,,
,,,91605,,,,
1987.0,1323.3,Multifamily Housing,90028,Not Available,1.0,Not Available,33798.0
1988.0,1888.1,Multifamily Housing,90004,Not Available,1.0,Not Available,70546.0
,,,91406,,,,
1962.0,1357.1,Manufacturing/Industrial Plant,91605,Not Available,1.0,1357.1,55967.0
1974.0,Not Available,Self-Storage Facility,91304,Not Available,1.0,Not Available,50000.0
1970.0,623.3,Multifamily Housing,90027,Not Available,1.0,Not Available,27467.0
,,,90017,,,,
,,,90027,,,,
1980.0,1421.3,K-12 School,91325,Not Available,2.0,Not Available,80000.0
,,,90058,,,,
1987.0,1879.2,Manufacturing/Industrial Plant,91311,Not Available,1.0,1879.2,71000.0
,,,91303,,,,
,,,90029,,,,
2002.0,4701.6,Multifamily Housing,90036,Not Available,4.0,Not Available,166141.0
,,,90006,,,,
,,,91342,,,,
,,,90057,,,,
1923.0,165.3,Strip Mall,90028,Not Available,1.0,Not Available,20349.0
1986.0,3700.6,Multifamily Housing,90034,Not Available,1.0,Not Available,77424.0
1990.0,221.9,Office,91335,Not Available,1.0,Not Available,16500.0
1971.0,1867.9,Multifamily Housing,90008,Not Available,1.0,Not Available,28911.0
,,,90021,,,,
,,,90501,,,,
,,,90036,,,,
,,,90031,,,,
1964.0,2831.0,Manufacturing/Industrial Plant,91342,Not Available,1.0,Not Available,104380.0
2008.0,12.7,Mixed Use Property,90501,Not Available,1.0,Not Available,20217.0
1977.0,1344.2,Multifamily Housing,90025,Not Available,1.0,Not Available,43818.0
1959.0,1289.5,Office,90025,Not Available,1.0,Not Available,60587.0
1998.0,2434.7,Distribution Center,91304,Not Available,1.0,Not Available,153763.0
,,,90012,,,,
1977.0,365,Office,91356,Not Available,1.0,Not Available,31500.0
,,,90015,,,,
1973.0,2519.4,Multifamily Housing,91406,Not Available,1.0,2519.4,38041.0
1964.0,1998.8,Multifamily Housing,91335,Not Available,1.0,Not Available,22238.0
,,,90058,,,,
,,,91356,,,,
1947.0,1446.5,Retail Store,90008,Not Available,1.0,Not Available,263000.0
,,,90047,,,,
2015.0,1065.2,Multifamily Housing,91324,Not Available,1.0,Not Available,202257.0
1980.0,3707.3,Multifamily Housing,91306,Not Available,1.0,Not Available,32446.0
,,,90061,,,,
1963.0,7707.6,Other,90045,Not Available,1.0,Not Available,301004.0
1989.0,1366.7,Multifamily Housing,91335,Not Available,1.0,Not Available,21476.0
1970.0,2286,Multifamily Housing,90272,Not Available,1.0,Not Available,64344.0
,,,90058,,,,
,,,91311,,,,
,,,90046,,,,
1962.0,36837.3,Stadium (Open),90012,Not Available,2.0,Not Available,1008692.0
,,,90005,,,,
,,,90032,,,,
,,,90023,,,,
1970.0,3190.4,Office,90010,Not Available,1.0,Not Available,83420.0
1980.0,3469.7,Office,90017,Not Available,1.0,3469.7,311712.0
,,,91344,,,,
1983.0,545.7,Office,90025,Not Available,1.0,545.7,44338.0
1974.0,792.2,Medical Office,91356,Not Available,1.0,Not Available,25090.0
,,,90011,,,,
2006.0,6942.2,Office,90067,Not Available,1.0,6942.2,816615.0
1980.0,2897.2,Hotel,90012,Not Available,1.0,Not Available,52620.0
,,,91335,,,,
2010.0,6454.2,Multifamily Housing,90005,Not Available,1.0,Not Available,177193.0
1988.0,194.9,Distribution Center,90021,Not Available,1.0,Not Available,69028.0
1941.0,10504.1,Mixed Use Property,90010,Not Available,1.0,Not Available,138730.0
,,,90045,,,,
,,,90044,,,,
,,,90025,,,,
,,,90046,,,,
1966.0,714.6,Office,90035,Not Available,1.0,714.6,54421.0
,,,90046,,,,
,,,90023,,,,
1965.0,6048.7,Manufacturing/Industrial Plant,90744,Not Available,1.0,Not Available,53300.0
,,,90012,,,,
1963.0,4724.2,Residential Care Facility,91405,Not Available,1.0,Not Available,53654.0
1957.0,2377.3,Multifamily Housing,90006,Not Available,1.0,Not Available,23404.0
,,,90037,,,,
1972.0,3426.1,Office,91602,Not Available,2.0,3426.1,100000.0
1961.0,48.6,Non-Refrigerated Warehouse,91402,Not Available,1.0,Not Available,20040.0
1969.0,920.9,Multifamily Housing,90034,Not Available,1.0,Not Available,20793.0
1962.0,3136.6,Multifamily Housing,90034,Not Available,1.0,Not Available,91838.0
